generator,benchmark,episodes,tau_tmp,accepted_count,coverage,gate_fallback_rate,conditional_degradation_risk,selected_miou,baseline_miou,gain_over_baseline,ndr
PerSAM-F-compatible,FSS-1000,7200,0.0015039346793447915,893,0.12402777777777778,0.7123611111111111,0.45240761478163494,0.8598792396246184,0.8578307747619369,0.0020484648626815116,0.9438888888888889
PerSAM-F-compatible,FSS-1000,7200,0.001515004769879237,901,0.12513888888888888,0.71125,0.45172031076581576,0.8599465694949484,0.8578307747619369,0.0021157947330114743,0.9434722222222223
PerSAM-F-compatible,FSS-1000,7200,0.0015402878616078525,908,0.12611111111111112,0.7102777777777778,0.45154185022026433,0.8600447540738969,0.8578307747619369,0.002213979311960025,0.9430555555555555
PerSAM-F-compatible,FSS-1000,7200,0.0015610649997989709,915,0.12708333333333333,0.7093055555555555,0.4524590163934426,0.8600257397658748,0.8578307747619369,0.0021949650039378966,0.9425
PerSAM-F-compatible,FSS-1000,7200,0.001596013115891135,922,0.12805555555555556,0.7083333333333334,0.4490238611713666,0.8600391803731974,0.8578307747619369,0.0022084056112604837,0.9425
PerSAM-F-compatible,FSS-1000,7200,0.0016141527308417974,929,0.12902777777777777,0.7073611111111111,0.4477933261571582,0.8600810007469974,0.8578307747619369,0.0022502259850605494,0.9422222222222222
PerSAM-F-compatible,FSS-1000,7200,0.0016401368499576628,937,0.1301388888888889,0.70625,0.4471718249733191,0.8600809725641415,0.8578307747619369,0.002250197802204639,0.9418055555555556
PerSAM-F-compatible,FSS-1000,7200,0.0016583035005447216,944,0.13111111111111112,0.7052777777777778,0.4480932203389831,0.8600809105504756,0.8578307747619369,0.0022501357885388036,0.94125
PerSAM-F-compatible,FSS-1000,7200,0.001686588804212379,951,0.13208333333333333,0.7043055555555555,0.4458464773922187,0.8601403492459859,0.8578307747619369,0.002309574484049032,0.9411111111111111
PerSAM-F-compatible,FSS-1000,7200,0.0016980534122238236,958,0.13305555555555557,0.7033333333333334,0.44467640918580376,0.8601532158274656,0.8578307747619369,0.0023224410655287406,0.9408333333333333
PerSAM-F-compatible,FSS-1000,7200,0.001728211656272725,965,0.13402777777777777,0.7023611111111111,0.44352331606217615,0.8601952705344431,0.8578307747619369,0.002364495772506214,0.9405555555555556
PerSAM-F-compatible,FSS-1000,7200,0.0017574391390606198,972,0.135,0.7013888888888888,0.4434156378600823,0.8602093937308463,0.8578307747619369,0.002378618968909399,0.9401388888888889
PerSAM-F-compatible,FSS-1000,7200,0.0017734150756947378,980,0.1361111111111111,0.7002777777777778,0.4448979591836735,0.8603228032132029,0.8578307747619369,0.002492028451265974,0.9394444444444444
PerSAM-F-compatible,FSS-1000,7200,0.0017886700200289499,987,0.13708333333333333,0.6993055555555555,0.44376899696048633,0.8603359703759391,0.8578307747619369,0.002505195614002231,0.9391666666666667
PerSAM-F-compatible,FSS-1000,7200,0.0018223805720142317,994,0.13805555555555554,0.6983333333333334,0.44466800804828976,0.8603361408535016,0.8578307747619369,0.0025053660915647117,0.9386111111111111
PerSAM-F-compatible,FSS-1000,7200,0.0018364572621849097,1001,0.13902777777777778,0.6973611111111111,0.44655344655344653,0.8602812630060686,0.8578307747619369,0.0024504882441316214,0.9379166666666666
